Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.69,8.59,1.34,0.65,G3V,18.359966,0
8.22,1.91,1.37,0.998,G8/K0III:+.,14.625168,1
7.46,11.3,1.07,0.338,F0/F2IV,17.725391,1
6.01,4.67,0.52,1.341,K4III,14.356585,1
8.81,3.17,1.03,0.872,G6III,16.315296,1
8.03,0.58,1.18,0.01,B8/B9III/IV,11.847139,1
5.88,3.93,0.87,-0.111,B6Ib,13.851963,1
9.94,32.41,1.94,1.151,K5V,22.493395,0
8.55,6.9,0.81,0.407,F3V,17.744246,0
6.97,7.14,1.17,1.495,K5III,16.238491,1
8.94,3.93,1.46,1.472,G8III/IV,16.911963,1
7.4,11.67,1.12,0.486,F5V,17.735355,0
5.84,4.38,0.92,1.129,G8/K0III,14.047371,1
9.0,3.05,1.4,1.257,K1III,16.4215,1
7.57,8.4,0.88,0.402,A9V,17.191397,0
7.4,5.82,0.8,1.182,K2III,16.224615,1
8.26,7.98,1.11,0.281,A7V,17.770014,0
6.6,11.57,0.8,0.44,F3III-IV,16.916668,1
8.51,5.46,1.07,1.127,K1III,17.195963,1
5.91,9.3,0.87,1.573,K5III,15.752415,1
6.18,1.14,0.8,1.25,G3Ibv SB,11.464523,1
11.21,-2.0,3.74,1.18,K1/K2III/IV,17.71515,1
8.03,3.37,0.95,-0.011,A0IV,15.668149,1
8.24,1.73,1.98,0.008,B9III/IV,14.430231,1
7.76,1.96,1.08,0.0,B2II,14.221281,1
8.58,0.65,1.72,0.118,B2/B3V,12.644567,0
10.04,5.12,1.92,0.402,F0V,18.58635,0
8.51,2.15,1.2,0.212,A5V,15.172193,0
8.86,0.55,1.42,1.091,K0III,12.561813,1
6.05,4.68,0.9,1.241,K1III,14.40123,1
6.51,3.13,0.76,1.146,G8/K0II,13.987722,1
6.19,30.55,0.9,0.523,F8V,18.615055,0
6.55,3.16,0.91,0.0,B9III,14.048435,1
6.03,15.57,0.93,0.342,F2V,16.991444,0
7.64,15.08,1.7,0.631,G0IV-Vvar,18.532007,1
9.01,6.3,2.44,0.525,F5/F6V,18.006702,0
8.05,13.96,0.8,0.6,G0V,18.77443,0
6.17,11.94,1.01,1.11,K1III:,16.555023,1
7.14,16.51,1.34,0.518,F5V,18.228735,0
9.49,5.06,1.73,0.705,F3V,18.010752,0
9.09,3.98,1.24,-0.004,A0V,17.089417,0
8.59,3.33,1.24,1.176,G8III,16.20222,1
8.37,5.18,0.86,0.776,G6IV,16.941648,1
7.38,7.7,0.87,0.402,F2III,16.812454,1
9.16,-0.09,1.67,0.407,F0/F2IV,8.931212,1
6.79,0.93,1.11,1.395,G6Ib/II,11.632415,1
10.16,2.65,1.06,0.234,F2V,17.27623,0
8.36,1.95,1.18,1.393,K0III+...,14.810173,1
5.77,31.87,0.77,0.425,F4IV-V,18.286911,1
6.96,3.94,0.97,-0.026,B8/B9III,14.937481,1
8.23,-0.11,1.09,1.32,G0Ib/II,8.436963,1
5.17,8.97,0.53,1.166,K3III,14.933962,1
6.48,6.28,0.76,1.086,K0/K1III,15.469799,1
7.94,19.81,1.87,0.74,G8V,19.424423,0
6.14,3.95,1.12,-0.041,B4III,14.122986,1
8.67,4.51,1.29,1.291,K0III,16.940884,1
5.58,3.09,2.96,1.098,K3III,13.029793,1
9.35,0.16,3.63,0.159,B9III,10.3706,1
8.78,5.87,1.34,0.463,F2III,17.623192,1
9.63,-2.87,1.83,0.385,F3IV,16.91941,1
3.73,29.26,0.49,1.177,K2III,16.06137,1
9.04,8.08,1.47,0.639,G3V,18.577057,0
9.36,2.76,1.7,0.316,B6:Ib+...,16.564545,1
6.88,6.28,1.05,0.177,A3III/IV,15.869799,1
7.46,3.26,1.13,1.11,K0/K1III,15.026089,1
7.72,3.88,0.87,0.05,A0IV/Vn,15.664158,1
7.84,4.11,1.15,1.131,K0III,15.909209,1
7.22,4.67,0.91,1.179,G8/K0III,15.566584,1
8.54,0.07,1.12,1.547,K2III,7.76549,1
7.91,0.56,1.11,1.47,K2III,11.65094,1
8.36,5.28,1.88,0.96,G8III,16.97317,1
6.0,3.23,0.83,-0.06,B9IV/V,13.546013,1
7.56,4.28,0.84,0.134,A1IV/V,15.717218,1
8.34,-1.68,1.12,1.692,K2/K3III,14.466547,1
7.35,4.29,0.6,1.013,G6III,15.512287,1
8.44,5.47,1.19,0.442,F2V,17.129936,0
8.14,19.21,1.72,0.642,G2V,19.557636,0
8.69,3.0,1.5,0.431,F0V,16.075605,0
8.91,4.78,1.15,0.15,A0V,17.30714,0
8.91,1.14,1.25,0.998,G8III,14.194524,1
8.98,3.33,1.51,1.208,K1III,16.59222,1
9.12,9.16,1.51,0.52,F6V,18.929478,0
9.25,3.94,1.5,0.497,F3/F5V,17.227482,0
6.24,14.72,0.81,0.474,F5Vn,17.079538,0
6.88,2.78,0.92,0.036,A0IV:,14.1002245,1
8.83,2.93,1.48,0.151,B8V,16.164337,0
8.75,2.95,1.34,1.22,K1IV,16.09911,1
9.0,5.88,1.61,0.6,G1/G2V,17.846886,0
8.48,15.56,1.25,0.63,G3/G5V,19.440046,0
7.18,19.71,1.0,0.435,F3V,18.653433,0
7.51,1.73,0.96,0.937,G6/G8III,13.700232,1
8.2,5.22,1.1,0.971,K0III,16.788353,1
6.1,3.87,0.84,0.055,B9.5/A0III,14.038555,1
8.02,2.52,1.09,1.277,K0III,15.027003,1
7.52,3.77,0.82,-0.038,B8/B9III,15.401707,1
8.55,20.76,1.25,0.758,K0V,20.136137,0
7.81,4.12,1.02,0.078,B9.5V,15.884485,0
8.79,10.95,1.4,0.675,G3V,18.987072,0
8.86,-1.88,1.4,1.011,G6III,15.230789,1
8.5,9.67,1.09,0.46,F5/F6V,18.427132,0
7.31,5.19,0.84,0.033,A0V,15.885836,0
6.95,3.53,0.91,0.019,B9.5III,14.688873,1
9.32,4.89,4.06,0.708,G2/G3V,17.766544,0
7.82,3.24,0.96,1.04,K0III,15.372725,1
8.21,1.7,0.96,1.268,K2III,14.362245,1
8.61,2.81,1.03,0.014,B9.5IV,15.853531,1
7.55,1.06,1.01,1.311,K1III,12.676529,1
8.46,1.09,1.18,0.329,B2II/III,13.647133,1
9.28,2.94,1.63,0.918,F3V,16.621737,0
8.75,3.39,1.88,1.2,G8/K0III,16.401,1
6.05,4.36,0.85,0.074,B9.5III,14.247433,1
8.98,3.59,1.17,0.448,F3II/III,16.755472,1
8.36,3.32,1.23,0.539,F3V,15.965691,0
9.2,11.71,1.45,0.566,G0V,19.542784,0
5.43,4.51,0.51,0.34,F2.5II-III,13.700882,1
9.46,7.69,1.6,0.426,A8/A9V,18.889633,0
9.09,10.0,1.48,0.489,F6/F7V,19.09,0
8.32,5.12,1.49,1.619,K5III,16.86635,1
8.36,3.24,0.77,0.955,G8II,15.9127245,1
6.09,17.75,0.51,0.316,F0IV,17.335993,1
5.47,1.02,0.59,0.341,F2Iavar,10.5130005,1
8.7,2.03,1.86,1.1,G8III,15.23748,1
8.89,11.35,2.43,0.558,F6V,19.164982,0
8.9,2.01,1.48,0.134,B9IV,15.415979,1
8.89,1.16,1.16,-0.01,B9.5V,14.21229,0
8.28,6.68,1.19,0.279,A8/A9IV,17.403881,1
8.53,14.91,0.83,0.524,F7V,19.397388,0
9.17,-0.2,1.47,1.131,G8/K0III,10.67515,1
7.82,6.01,1.16,1.007,K2III,16.714373,1
7.92,1.46,1.37,1.102,K1III,13.741764,1
8.04,3.87,0.99,1.037,K0III,15.978555,1
9.58,-0.19,1.62,0.631,B8IIsp...,10.973768,1
8.86,5.55,2.08,1.0,G8III/IV,17.581465,1
9.46,4.56,1.56,0.468,F0V,17.754826,0
5.62,6.67,0.63,1.249,K3III,14.740628,1
8.53,5.85,2.01,0.943,G8III,17.36578,1
7.96,2.98,0.73,1.569,K3/K4III,15.331081,1
8.62,3.6,1.17,0.992,G6III,16.401512,1
6.48,8.99,0.83,0.056,A1V,16.248798,0
9.64,12.83,1.48,1.118,G5V,20.181133,0
7.96,3.2,1.0,0.101,B9IV,15.48575,1
10.45,-1.06,2.02,1.39,GIa:,15.576529,1
7.15,2.45,0.98,0.938,G6/G8III,14.095831,1
8.79,7.01,1.27,0.381,F0/F2Vw...,18.018589,0
9.49,8.0,1.48,0.663,G3V,19.00545,0
6.78,4.19,0.82,0.27,A9/F0IV,14.891071,1
7.76,5.27,0.98,0.99,G8III,16.369053,1
6.74,2.31,0.91,0.035,B9.5III,13.55806,1
7.43,0.57,0.98,-0.034,B5Ve,11.209374,0
3.86,4.87,0.54,1.35,K1IIvar,12.297645,1
7.87,1.12,0.94,0.065,B6/B7III,13.116091,1
6.59,-2.08,1.62,0.422,O9.5Ia/ab,13.180317,1
5.82,3.93,0.97,0.058,B2IV-V,13.791964,1
5.93,13.11,0.98,0.024,A0V,16.518015,0
8.06,2.38,1.09,1.166,K0III,14.942885,1
6.86,8.19,0.98,0.092,A1V,16.42642,0
8.34,7.44,1.29,0.446,F2IV,17.697865,1
7.55,3.26,0.89,-0.011,B8III,15.116089,1
6.36,28.92,0.81,0.451,F8V,18.665993,0
6.66,4.73,1.63,0.4,A0III,15.034306,1
7.39,21.15,1.14,0.614,G2/G3V,19.01655,0
7.84,3.82,1.12,1.135,K1III,15.750318,1
2.24,22.1,0.46,1.521,K5III,13.961962,1
5.76,19.87,0.77,0.207,A7III/IV,17.250988,1
8.72,4.26,1.31,0.043,B8III,16.867048,1
8.84,8.0,1.02,0.473,F3/F5V,18.35545,0
7.7,3.37,1.08,-0.024,B7II/III,15.338149,1
9.2,0.96,1.36,0.527,F3V,14.111356,0
4.85,9.39,0.81,1.176,K2III,14.713327,1
5.44,7.66,0.71,1.162,G9III,14.861143,1
7.72,0.65,1.12,1.597,K4IV,11.784567,1
7.62,2.68,1.15,1.269,K0III,14.7606735,1
6.68,2.71,1.03,0.07,B9III/IV,13.844847,1
7.28,0.41,1.78,0.695,K1/K2III+..,10.34392,1
8.84,5.59,1.52,1.76,M2III:,17.57706,1
8.82,1.71,1.49,0.509,F3/F5V,14.98498,0
8.25,1.81,1.07,1.564,K4/K5III,14.538393,1
7.59,13.98,1.11,0.449,F4Vvar,18.317537,0
8.53,24.08,1.43,0.924,K0III,20.438282,1
8.51,1.74,1.0,1.28,K0II,14.712746,1
6.46,5.66,0.92,1.411,K3III,15.224082,1
6.28,4.79,0.84,-0.015,B9III,14.681679,1
8.81,7.54,1.11,0.385,F0V,18.196857,0
8.91,5.72,1.18,0.449,F2II/III,17.69698,1
8.81,2.99,1.54,1.14,K0III/IV,16.188356,1
7.76,2.6,0.9,1.07,K0III+...,14.834867,1
9.74,-1.21,1.64,0.33,A0IV:,15.153927,1
9.84,5.73,1.91,0.654,F6/F7V,18.630774,0
5.95,10.46,1.17,0.11,A3V,16.047657,0
7.3,2.37,0.87,1.213,K2III,14.173742,1
7.54,7.63,1.05,0.316,A8IIIm...,16.952621,1
6.52,1.02,0.86,1.984,K5II,11.563001,1
10.03,-0.14,1.78,0.26,A0V,10.76064,0
8.77,1.64,1.28,0.396,A9V,14.844219,0
6.74,0.99,0.8,-0.096,B5Vn,11.718176,0
8.53,15.07,1.22,0.536,F6V,19.420567,0
8.64,3.62,1.05,0.082,A1V,16.433544,0
6.55,5.95,1.38,0.815,K0III+...,15.422585,1
9.54,0.06,1.48,0.341,B3II/III,8.430757,1
8.94,6.56,1.5,0.653,G3Vw...,18.024519,0
6.32,35.02,0.65,0.642,G2V,19.041582,0
7.6,3.96,1.13,-0.078,B7III,15.588476,1
7.18,4.64,0.82,1.263,K2III,15.51259,1
9.54,5.08,1.7,0.572,F8/G0V,18.069319,0
8.4,7.88,1.34,0.532,F8IV/V,17.88263,1
8.42,2.85,0.86,1.448,M5III:,15.694224,1
6.33,9.36,0.82,0.13,A1V,16.186378,0
8.19,23.18,2.33,0.74,K0V,20.015568,0
8.67,1.7,1.36,1.311,K0III,14.822245,1
8.61,6.5,1.09,0.305,A6IV,17.674568,1
8.82,5.08,2.19,0.47,F6V,17.34932,0
6.65,6.29,0.9,0.007,A0IV/V,15.643253,1
9.99,33.65,3.77,1.282,K3/K4V,22.624926,0
6.08,5.48,0.54,1.205,K2III,14.773903,1
6.26,2.51,0.71,-0.066,B4III,13.2583685,1
8.24,4.54,1.4,0.979,G8III,16.52528,1
7.2,9.13,0.68,0.326,F0/F2IV,17.002354,1
3.7,24.12,0.52,0.935,K0III,15.611886,1
4.88,5.96,0.71,1.617,M0III,13.756231,1
9.21,-1.14,1.46,1.573,F2Ib-II+...,14.494524,1
6.76,7.75,1.25,0.12,A0III/IV,16.206509,1
8.27,12.42,1.16,0.546,F6V,18.740608,0
6.28,6.35,1.06,0.007,A0IV/V,15.293869,1
8.15,2.1,1.11,1.367,K2III,14.761096,1
8.72,5.06,1.13,0.372,A8II,17.240753,1
7.78,5.3,1.03,0.33,A6III,16.401379,1
9.3,6.21,1.34,0.332,F0/F2V,18.265457,0
7.24,10.17,0.84,0.602,F6V,17.276604,0
9.24,8.93,1.39,0.727,G6IV/V,18.994257,1
7.3,14.32,0.68,0.418,F5IV/V,18.079716,1
8.78,3.45,1.14,1.127,K0III,16.469095,1
7.56,3.4,1.32,1.2,K2III,15.217394,1
7.65,8.25,1.21,0.42,F3V,17.23227,0
9.24,4.07,1.51,1.44,K0III,17.287971,1
8.76,7.55,2.57,0.443,F3V,18.149734,0
8.98,0.72,1.35,1.639,K3III:,13.266663,1
9.3,2.12,1.56,0.89,K3V:,15.93168,0
8.58,3.26,1.22,0.431,A9V,16.146088,0
8.77,6.07,0.95,0.38,F2V,17.685944,0
8.61,0.85,1.28,1.606,K3III,13.257094,1
8.18,4.16,2.49,1.036,K0III,16.275467,1
8.21,3.31,1.11,1.132,G8III,15.809139,1
8.95,7.19,1.32,0.987,G8IV,18.233644,1
8.7,12.03,1.26,0.611,F8/G0V,19.101326,0
4.41,4.1,0.55,0.38,F2II,12.473919,1
8.85,3.07,1.29,0.407,A9Vp...,16.285692,0
8.41,-1.56,1.05,-0.002,B1Iab:p,14.375623,1
7.88,2.2,0.9,0.156,A2/A3III,14.5921135,1
9.63,11.88,2.21,0.616,G3V,20.004082,0
5.99,2.45,0.76,-0.077,B3II/III,12.93583,1
7.66,5.39,0.68,1.33,K2/K3III,16.317944,1
7.32,10.69,1.06,0.292,A8/A9V,17.464888,0
6.03,9.42,0.56,0.949,G5III:,15.900255,1
9.01,4.96,1.48,0.403,A8/A9IV,17.487408,1
9.22,7.89,1.32,0.45,F3V,18.705387,0
8.14,1.97,1.12,1.48,K2III:,14.612331,1
7.5,5.27,0.91,1.1,K0III,16.109053,1
8.45,4.2,1.11,1.312,K3III,16.566246,1
9.05,-0.56,1.53,1.211,K1III:,12.79094,1
9.78,10.42,1.61,0.711,G5V,19.869339,0
9.34,25.06,1.91,0.79,K0V,21.334906,0
5.74,8.93,0.87,0.915,G8III,15.494257,1
8.8,11.14,1.5,0.542,F0/F2V,19.034428,0
9.64,21.19,1.64,0.919,K3V,21.270655,0
8.92,7.88,1.24,0.491,F6V,18.40263,0
3.32,21.35,0.79,0.987,K0III,14.9669895,1
9.31,-1.12,1.23,0.332,B0.5Ia...,14.556091,1
8.69,0.84,6.08,0.066,A1V,13.311396,0
7.17,1.28,1.4,0.958,A1V...,12.70605,0
9.07,10.52,0.99,0.53,F8V,19.180079,0
5.0,3.49,1.29,1.654,K5/M0III,12.714128,1
6.8,3.03,0.95,1.646,M0III,14.207213,1
8.83,9.8,1.38,0.389,F2IV/V,18.786129,1
6.92,8.7,1.4,0.125,A3III,16.617596,1
8.53,12.35,1.42,0.505,F5V,18.988335,0
9.07,3.37,1.51,0.792,F7V,16.708149,0
7.99,-0.76,0.98,0.05,B6III,12.394068,1
8.08,3.22,2.22,0.762,B8II-III+..,15.61928,1
9.42,0.85,1.91,0.096,B9III,14.067095,1
6.74,6.37,0.62,0.931,G8III/IV,15.760696,1
7.47,0.38,1.02,0.108,B0.5/B1Ib,10.368917,1
7.91,2.81,1.65,0.1,A2/A3V+...,15.153531,0
8.48,3.82,1.26,0.493,A9V,16.390316,0
7.89,3.12,1.02,1.446,K1III,15.360773,1
8.3,0.23,1.22,0.014,B9IV,10.10864,1
8.33,3.72,1.19,1.16,K1IIICN...,16.182714,1
8.16,1.58,1.1,1.814,K2/K3III,14.153285,1
5.86,5.9,0.69,1.561,K5III,14.71426,1
7.23,5.66,0.91,1.673,M1III,15.9940815,1
9.01,6.76,1.95,0.5,F7IV,18.159733,1
9.01,5.83,1.26,0.45,F3V,17.838345,0
6.51,0.77,0.85,-0.088,B5II,10.942453,1
8.23,2.71,1.04,1.374,K5III,15.394846,1
4.74,7.47,0.93,-0.03,B9V,14.106603,0
8.88,5.93,1.26,0.399,A8/A9V,17.745274,0
8.75,5.05,1.35,1.512,K4III,17.266457,1
5.69,5.34,0.5,1.562,M0III,14.327705,1
7.35,0.91,0.92,-0.035,B2/B3V:ne,12.145206,0
6.22,3.8,0.9,1.405,K0III,14.118917,1
7.38,3.04,1.74,0.004,B1/B2II,14.794368,1
6.11,19.64,3.8,0.521,K2Vvar,17.575706,0
4.67,4.97,0.82,1.254,K0II-III,13.151781,1
7.41,5.7,0.94,1.061,K0III,16.189373,1
9.32,1.79,1.46,1.512,K5III,15.584265,1
5.74,18.84,1.81,0.516,K2Vvar,17.115404,0
8.11,2.88,1.01,0.101,B3IV,15.406962,1
6.64,7.64,0.87,1.082,K0III,16.055466,1
7.63,2.95,1.07,1.016,G8III,14.979111,1
9.05,2.0,1.21,1.173,K1III,15.555151,1
7.18,1.9,0.85,-0.046,B8/B9II,13.573769,1
4.79,4.82,0.78,-0.1,B2Ve,13.2052355,0
6.7,6.43,0.81,-0.017,A0V,15.741055,0
7.27,16.69,0.95,0.585,G1V,18.382282,0
7.96,0.51,1.21,1.69,K4III,11.49785,1
7.64,3.31,1.05,0.572,F5IV,15.23914,1
9.26,11.09,1.45,0.605,G0V,19.484657,0
7.89,0.63,1.18,1.74,K2II,11.886703,1
7.45,0.61,1.05,0.293,B8/B9III,11.376649,1
6.42,2.01,0.77,-0.054,B8Vn,12.93598,0
8.58,2.69,1.07,0.118,A1V,15.728762,0
8.29,1.43,1.27,0.129,B9.5IV,14.06668,1
4.62,43.11,0.75,0.39,F3V,17.792889,0
7.76,3.15,1.19,0.791,G2III/IV,15.251553,1
9.02,-0.21,1.46,1.025,G6IIIp...,10.631097,1
8.48,20.62,1.13,0.664,G5V,20.051443,0
7.8,4.53,1.16,1.167,K2III,16.08049,1
9.06,3.4,1.44,1.17,K0III,16.717396,1
6.01,4.37,0.59,1.516,K6III,14.212408,1
8.68,0.51,1.21,0.19,B1Ib/II,12.217852,1
3.93,2.3,0.77,0.029,B5Ib,10.738639,1
7.07,34.57,0.73,0.635,G2V,19.763496,0
7.93,2.79,1.24,1.279,K2III,15.158021,1
8.97,-1.14,1.15,0.03,B3II/III,14.254524,1
8.05,0.79,1.21,0.164,B3V,12.538136,0
9.04,4.56,2.14,1.035,G6III,17.334824,1
8.41,8.22,1.19,0.463,F5V,17.98436,0
8.69,4.57,1.36,0.992,K0III/IV,16.98958,1
8.49,5.05,0.82,0.176,A3IV,17.006456,1
9.06,2.39,1.46,0.962,K0III,15.95199,1
6.36,2.17,0.87,-0.104,B2IV,13.042299,1
8.53,5.3,1.03,1.156,K2III,17.151379,1
6.28,22.2,0.74,0.747,G5IV,18.011766,1
7.96,5.89,1.07,1.581,K5III,16.810577,1
9.21,8.27,1.38,0.571,F6/F7V,18.797527,0
8.01,2.4,0.9,0.235,A3III/IV,14.9110565,1
9.23,9.1,1.72,0.469,F5V,19.025208,0
8.27,11.07,1.2,0.624,G2V,18.490738,0
8.13,3.75,1.01,0.918,G6III,16.000156,1
7.34,2.96,0.72,1.628,K4III,14.696459,1
9.58,8.44,1.41,0.513,G0/G1V,19.211712,0
9.37,5.66,1.82,1.017,G8III,18.134083,1
10.28,0.96,2.25,0.451,F3II-III,15.191356,1
7.78,2.39,1.15,-0.084,B8V,14.671989,0
8.74,3.04,1.26,0.094,A0V,16.154367,0
8.97,5.11,1.22,0.167,A1V,17.512104,0
9.14,5.11,1.14,0.543,F8/G0Vs...,17.682106,0
8.94,6.8,1.05,0.523,F7V,18.102543,0
8.42,2.79,1.18,1.5,K3/K4V:,15.648022,0
6.27,1.76,1.09,1.763,K2III,12.497564,1
8.38,5.24,1.23,0.418,F3V,16.976658,0
7.7,5.42,1.05,1.348,K3III,16.369995,1
8.74,1.63,1.25,1.503,K2III,14.800938,1
6.91,5.41,0.92,-0.036,B9III,15.575986,1
7.03,14.36,0.9,0.354,F2IV-V,17.815773,1
6.45,14.91,0.55,0.437,F4V,17.317387,0
6.18,3.37,0.62,1.549,K5III,13.81815,1
9.39,4.17,1.62,0.98,G8V,17.49068,0
7.53,1.15,1.03,0.005,B1II,12.833488,1
8.79,1.36,1.12,0.369,F0IV/V,14.457695,1
8.81,4.14,1.33,1.23,K0III,16.895002,1
8.41,1.98,1.01,0.059,A0V,14.893326,0
4.42,12.31,0.83,0.046,A2Vn,14.87129,0
10.57,-4.72,2.03,0.648,F7IV/V,18.939709,1
9.28,4.25,1.51,0.498,F3V,17.421944,0
6.3,4.52,0.82,-0.016,B7/B8II/III,14.575692,1
7.48,-0.3,1.17,0.249,B0.5Iab,9.865606,1
5.72,-0.14,0.83,-0.03,B0Iab...,6.45064,1
9.45,12.23,1.45,0.644,G3V,19.88713,0
7.38,6.25,0.9,1.16,K0II-III,16.359402,1
7.57,0.73,0.98,-0.023,B7II,11.886614,1
8.64,3.76,1.18,0.997,G5III,16.51594,1
8.74,2.57,1.78,1.021,G8/K0III,15.789665,1
7.42,1.43,0.9,-0.015,B5II/III,13.19668,1
9.02,3.61,1.55,0.402,F2V,16.807537,0
8.42,-1.09,1.24,1.228,F5II,13.607132,1
7.96,1.33,1.06,1.36,K2III,13.579258,1
8.69,10.64,1.34,0.526,G8/K0III+..,18.824707,1
9.01,0.28,1.4,1.135,G8III,11.2457905,1
8.7,0.05,1.31,1.208,G8/K0III,7.1948495,1
7.66,2.81,1.04,1.917,M2III,14.903531,1
8.4,3.63,1.24,1.17,K0III,16.199533,1
6.94,1.45,0.8,1.047,G8II/III,12.74684,1
5.25,3.17,0.71,-0.1,B3IV,12.755297,1
9.28,7.16,1.48,0.491,F0V,18.554565,0
8.95,2.93,1.69,1.123,K0III,16.284338,1
7.51,3.34,1.04,1.439,K3III,15.128733,1
8.31,2.67,0.83,0.903,G3III/IV,15.442556,1
8.18,3.02,0.93,1.112,K2III,15.580035,1
9.22,20.26,1.99,0.876,K0IV/V,20.753197,1
6.22,4.83,0.68,-0.092,B3Vn,14.639734,0
7.01,45.61,0.71,0.799,K0V,20.3053,0
8.94,10.8,1.45,0.747,G5V,19.10712,0
9.3,0.14,1.51,-0.144,B0III,10.030641,1
8.95,25.39,1.43,0.866,G8V,20.973312,0
9.14,4.03,1.45,1.638,K3/K4IV,17.166527,1
9.0,3.27,1.19,0.356,F2/F3IV,16.572739,1
6.78,0.14,0.87,0.118,B2/B3II,7.5106406,1
7.95,3.34,1.24,0.613,F0III,15.568732,1
7.43,0.61,0.95,-0.086,B2III/IV,11.356649,1
7.55,13.01,0.94,0.521,F7V,18.121387,0
7.6,6.63,0.95,0.193,A5IV,16.707567,1
6.74,5.62,0.81,0.136,B9V,15.488682,0
9.43,9.6,2.98,0.498,F3IV/V,19.341356,1
5.37,2.95,0.93,0.495,F2/F3II/III,12.7191105,1
7.74,8.31,0.89,0.495,F3/F5V,17.338005,0
6.69,-0.29,0.84,1.2,K4III,9.00199,1
8.05,14.25,0.79,0.524,F7V,18.819073,0
6.73,-0.8,0.95,-0.056,B0Ib/II,11.24545,1
7.41,4.96,1.03,1.064,G8III,15.887408,1
7.01,21.34,0.86,0.458,F5V,18.655973,0
9.24,2.89,1.42,0.435,F0/F2IV,16.544489,1
4.77,19.22,0.97,0.41,F5V+...,16.188766,0
8.3,17.79,0.91,0.579,G0V,19.55088,0
7.59,2.19,1.12,0.134,B3III,14.292221,1
8.77,10.04,1.24,0.493,F6V,18.77867,0
6.26,6.2,0.95,0.037,A2V,15.221958,0
8.81,0.76,1.33,0.019,B9.5V,13.214068,0
7.82,6.36,0.79,0.226,A6V,16.837286,0
9.01,5.24,1.41,0.525,F7IV/V,17.606657,1
8.71,10.32,1.38,0.559,G0V,18.778399,0
6.41,8.01,0.75,0.017,A0V,15.928163,0
8.91,0.06,1.37,0.47,F0IV,7.8007565,1
6.92,1.6,0.88,1.62,M5II-III,12.9406,1
7.21,1.1,1.29,0.177,B3III,12.416964,1
8.31,10.31,0.96,0.446,F3V,18.376293,0
8.0,7.08,0.91,0.839,G6IV,17.250166,1
8.36,1.0,0.93,-0.076,B5III,13.36,1
8.89,5.35,1.12,0.615,G0V,17.531769,0
8.48,2.84,0.92,1.213,K2III,15.746592,1
8.66,4.57,0.91,0.54,F7V,16.95958,0
6.89,4.56,0.78,1.138,K1/K2III,15.184824,1
8.37,2.64,1.12,0.947,G8III,15.47802,1
8.03,3.84,1.2,1.682,M0/M1IV,15.951656,1
9.63,13.54,1.74,0.789,G8V,20.288094,0
8.58,1.86,1.12,1.659,K2/K3III:,14.927565,1
8.56,2.58,1.05,0.359,A9/F0V,15.618099,0
9.05,7.29,1.45,1.071,G8IV,18.363638,1
9.01,1.59,1.35,0.303,B2Ib/II,15.016986,1
9.65,8.69,1.5,0.69,G8V,19.345098,0
6.79,21.36,0.65,0.531,F5V,18.438007,0
6.93,16.73,0.69,0.432,F4V,18.04748,0
7.81,2.01,1.05,-0.027,B8II/III,14.32598,1
8.83,5.93,2.96,0.7,G6/G8III:,17.695272,1
8.27,0.65,1.1,0.01,B1/B2III,12.334567,1
8.31,2.6,1.17,1.39,K2III,15.384867,1
8.88,7.85,1.12,0.708,G5V,18.354347,0
7.69,-1.43,1.14,1.804,M2Ib/II,13.466681,1
7.03,0.33,1.0,1.454,G5Ib,9.62257,1
9.19,1.71,1.72,0.033,B2Vne,15.35498,0
8.28,10.41,1.23,0.488,F3V,18.367252,0
9.37,3.62,1.54,1.32,K1III:,17.163544,1
7.51,4.45,1.03,0.247,B9II/III,15.751801,1
8.93,-0.99,1.61,0.099,B2Vp,13.908176,0
8.71,0.95,1.34,1.059,K0III,13.598618,1
9.96,1.39,1.69,0.12,B5V,15.675074,0
8.21,13.9,1.2,0.654,G3/G5V,18.925076,0
7.04,2.59,0.91,1.585,K5III,14.106499,1
8.39,3.78,1.25,0.465,F3V,16.277458,0
7.31,2.34,0.57,1.32,K5II-III,14.156079,1
6.14,-0.76,0.89,-0.056,B0IIIn,10.544067,1
7.19,3.17,0.94,-0.08,B5Vn...,14.695297,0
6.34,16.12,0.68,0.306,F0IV-V,17.376825,1
6.88,25.56,0.86,0.624,G4IV,18.917805,1
8.15,2.86,1.13,0.37,B2Ib/II,15.431829,1
6.52,19.93,0.51,0.509,F7V,18.017536,0
10.57,-0.1,2.16,1.48,G8III,10.57,1
8.94,5.73,1.62,0.7,G1V,17.730774,0
8.47,4.11,1.11,1.187,K2III,16.53921,1
7.2,2.28,0.89,0.496,F2/F3II,13.989674,1
8.27,3.74,1.18,1.0,G6/G8III,16.13436,1
7.65,4.22,1.1,1.642,M0III,15.776562,1
7.95,8.3,1.18,0.278,A4V,17.545391,0
8.82,1.53,1.25,0.232,B9II,14.743457,1
8.71,4.27,1.12,0.118,A1V,16.86214,0
5.98,9.18,0.78,1.16,K2III,15.794214,1
8.19,1.05,1.13,1.118,K1III+...,13.295946,1
8.46,26.99,1.19,0.712,G6V+...,20.616014,0
9.05,2.01,1.26,1.568,K5III,15.565981,1
9.71,8.85,1.92,0.708,G5V,19.444717,0
7.9,9.45,1.08,0.661,F7V,17.777159,0
